"TOA5","Clear Lake Outflow","CR800","47844","CR800.Std.32.05","CPU:Clear_Outflow_Rain_Gauge.CR8","727","Clear_Outflow_Min_15"
"TIMESTAMP","RECORD","BattV_Min","BattV_TMn","PTemp_C_Avg","Lvl_ft_Avg","Temp_C_Avg","Rain_in_Tot"
"TS","RN","Volts","","Deg C","feet","deg C","inch"
"","","Min","TMn","Avg","Avg","Avg","Tot"
2025-10-15T03:45:00Z,124764,9.76,2025-10-15T03:37:45Z,12.29,0.077,16.27,0
2025-10-15T04:00:00Z,124765,9.76,2025-10-15T03:54:00Z,12.32,0.077,16.26,0
2025-10-15T04:15:00Z,124766,9.75,2025-10-15T04:12:00Z,12.39,0.077,16.21,0
2025-10-15T04:30:00Z,124767,9.75,2025-10-15T04:15:10Z,12.48,0.078,16.19,0
2025-10-15T04:45:00Z,124768,9.75,2025-10-15T04:36:00Z,12.57,0.079,16.18,0
2025-10-15T05:00:00Z,124769,9.74,2025-10-15T04:53:40Z,12.66,0.078,16.11,0
2025-10-15T05:15:00Z,124770,9.74,2025-10-15T05:00:05Z,12.71,0.078,16.05,0
2025-10-15T05:30:00Z,124771,9.74,2025-10-15T05:19:00Z,12.68,0.077,16.02,0
2025-10-15T05:45:00Z,124772,9.73,2025-10-15T05:38:20Z,12.66,0.078,15.99,0
2025-10-15T06:00:00Z,124773,9.73,2025-10-15T05:45:05Z,12.68,0.078,15.98,0
2025-10-15T06:15:00Z,124774,9.73,2025-10-15T06:05:30Z,12.7,0.078,15.91,0
2025-10-15T06:30:00Z,124775,9.72,2025-10-15T06:28:20Z,12.68,0.079,15.86,0
2025-10-15T06:45:00Z,124776,9.72,2025-10-15T06:31:40Z,12.63,0.079,15.82,0
2025-10-15T07:00:00Z,124777,9.71,2025-10-15T06:54:30Z,12.42,0.077,15.76,0
2025-10-15T07:15:00Z,124778,9.71,2025-10-15T07:00:10Z,12.08,0.077,15.7,0
2025-10-15T07:30:00Z,124779,9.71,2025-10-15T07:24:40Z,11.76,0.077,15.65,0
2025-10-15T07:45:00Z,124780,9.71,2025-10-15T07:30:05Z,11.51,0.077,15.6,0
2025-10-15T08:00:00Z,124781,9.71,2025-10-15T07:45:05Z,11.33,0.077,15.55,0
2025-10-15T08:15:00Z,124782,9.7,2025-10-15T08:08:40Z,11.2,0.079,15.53,0
2025-10-15T08:30:00Z,124783,9.7,2025-10-15T08:18:05Z,11.13,0.079,15.52,0
2025-10-15T08:45:00Z,124784,9.7,2025-10-15T08:39:35Z,11.1,0.079,15.55,0
2025-10-15T09:00:00Z,124785,9.71,2025-10-15T08:50:40Z,11.07,0.079,15.54,0
2025-10-15T09:15:00Z,124786,9.71,2025-10-15T09:12:30Z,11.06,0.079,15.43,0
2025-10-15T09:30:00Z,124787,9.73,2025-10-15T09:15:05Z,11.12,0.079,15.41,0
2025-10-15T09:45:00Z,124788,9.73,2025-10-15T09:36:30Z,11.22,0.079,15.45,0
2025-10-15T10:00:00Z,124789,9.75,2025-10-15T10:00:00Z,11.28,0.079,15.44,0
2025-10-15T10:15:00Z,124790,9.73,2025-10-15T10:05:50Z,11.34,0.079,15.4,0
2025-10-15T10:30:00Z,124791,9.77,2025-10-15T10:29:55Z,11.46,0.078,15.38,0
2025-10-15T10:45:00Z,124792,9.75,2025-10-15T10:34:10Z,11.52,0.078,15.42,0
2025-10-15T11:00:00Z,124793,9.79,2025-10-15T10:47:45Z,11.57,0.078,15.44,0
2025-10-15T11:15:00Z,124794,9.84,2025-10-15T11:14:45Z,11.68,0.078,15.47,0
2025-10-15T11:30:00Z,124795,9.85,2025-10-15T11:15:35Z,11.71,0.079,15.52,0
2025-10-15T11:45:00Z,124796,9.86,2025-10-15T11:44:50Z,11.8,0.078,15.58,0
2025-10-15T12:00:00Z,124797,9.82,2025-10-15T11:49:55Z,11.92,0.078,15.64,0
2025-10-15T12:15:00Z,124798,9.82,2025-10-15T12:15:00Z,12.05,0.078,15.68,0
2025-10-15T12:30:00Z,124799,9.82,2025-10-15T12:17:40Z,12.16,0.078,15.7,0
2025-10-15T12:45:00Z,124800,9.82,2025-10-15T12:44:20Z,12.28,0.078,15.72,0
2025-10-15T13:00:00Z,124801,9.77,2025-10-15T12:59:40Z,12.33,0.078,15.75,0
2025-10-15T13:15:00Z,124802,9.76,2025-10-15T13:14:20Z,12.37,0.078,15.74,0
2025-10-15T13:30:00Z,124803,9.77,2025-10-15T13:16:10Z,12.5,0.078,15.71,0
2025-10-15T13:45:00Z,124804,9.78,2025-10-15T13:30:05Z,12.64,0.077,15.7,0
2025-10-15T14:00:00Z,124805,9.82,2025-10-15T13:45:20Z,12.78,0.078,15.7,0
2025-10-15T14:15:00Z,124806,9.81,2025-10-15T14:07:20Z,12.95,0.078,15.73,0
2025-10-15T14:30:00Z,124807,9.82,2025-10-15T14:25:55Z,13.11,0.077,15.76,0
2025-10-15T14:45:00Z,124808,9.84,2025-10-15T14:30:10Z,13.26,0.077,15.77,0
2025-10-15T15:00:00Z,124809,9.84,2025-10-15T14:47:20Z,13.4,0.078,15.79,0
2025-10-15T15:15:00Z,124810,9.87,2025-10-15T15:01:05Z,13.58,0.078,15.83,0
2025-10-15T15:30:00Z,124811,9.87,2025-10-15T15:20:15Z,13.86,0.079,15.93,0
2025-10-15T15:45:00Z,124812,9.88,2025-10-15T15:30:05Z,14.23,0.078,16.07,0
2025-10-15T16:00:00Z,124813,9.92,2025-10-15T15:55:25Z,14.49,0.078,16.18,0
2025-10-15T16:15:00Z,124814,9.89,2025-10-15T16:10:35Z,14.67,0.079,16.23,0
2025-10-15T16:30:00Z,124815,9.87,2025-10-15T16:29:50Z,14.84,0.078,16.27,0
2025-10-15T16:45:00Z,124816,9.88,2025-10-15T16:42:50Z,14.98,0.078,16.33,0
2025-10-15T17:00:00Z,124817,9.86,2025-10-15T16:59:45Z,15.08,0.078,16.35,0
2025-10-15T17:15:00Z,124818,9.88,2025-10-15T17:10:30Z,15.26,0.078,16.35,0
2025-10-15T17:30:00Z,124819,9.83,2025-10-15T17:29:35Z,15.38,0.077,16.35,0
2025-10-15T17:45:00Z,124820,9.79,2025-10-15T17:43:00Z,15.35,0.076,16.32,0
2025-10-15T18:00:00Z,124821,9.76,2025-10-15T17:55:10Z,15.2,0.076,16.27,0
2025-10-15T18:15:00Z,124822,9.73,2025-10-15T18:12:00Z,15.05,0.077,16.22,0
2025-10-15T18:30:00Z,124823,9.71,2025-10-15T18:28:15Z,14.9,0.077,16.17,0
2025-10-15T18:45:00Z,124824,9.7,2025-10-15T18:44:45Z,14.74,0.077,16.11,0
2025-10-15T19:00:00Z,124825,9.69,2025-10-15T18:56:30Z,14.56,0.077,16.05,0
2025-10-15T19:15:00Z,124826,9.69,2025-10-15T19:00:05Z,14.36,0.077,15.98,0
2025-10-15T19:30:00Z,124827,9.69,2025-10-15T19:26:25Z,14.04,0.077,15.89,0
2025-10-15T19:45:00Z,124828,9.69,2025-10-15T19:38:00Z,13.59,0.077,15.77,0
2025-10-15T20:00:00Z,124829,9.69,2025-10-15T19:47:20Z,13.11,0.076,15.67,0
2025-10-15T20:15:00Z,124830,9.69,2025-10-15T20:12:45Z,12.65,0.076,15.56,0
2025-10-15T20:30:00Z,124831,9.68,2025-10-15T20:26:40Z,12.21,0.075,15.41,0
2025-10-15T20:45:00Z,124832,9.68,2025-10-15T20:38:00Z,11.79,0.075,15.29,0
2025-10-15T21:00:00Z,124833,9.68,2025-10-15T20:47:00Z,11.39,0.075,15.26,0
2025-10-15T21:15:00Z,124834,9.67,2025-10-15T21:08:40Z,11.04,0.075,15.2,0
2025-10-15T21:30:00Z,124835,9.67,2025-10-15T21:15:10Z,10.72,0.075,15.15,0
2025-10-15T21:45:00Z,124836,9.67,2025-10-15T21:38:15Z,10.43,0.075,15.09,0
2025-10-15T22:00:00Z,124837,9.67,2025-10-15T21:47:45Z,10.13,0.075,15.02,0
2025-10-15T22:15:00Z,124838,9.66,2025-10-15T22:14:20Z,9.84,0.075,14.96,0
2025-10-15T22:30:00Z,124839,9.66,2025-10-15T22:26:50Z,9.59,0.075,14.9,0
2025-10-15T22:45:00Z,124840,9.66,2025-10-15T22:30:55Z,9.34,0.074,14.83,0
2025-10-15T23:00:00Z,124841,9.65,2025-10-15T22:58:40Z,9.09,0.074,14.75,0
2025-10-15T23:15:00Z,124842,9.65,2025-10-15T23:07:45Z,8.83,0.074,14.65,0
2025-10-15T23:30:00Z,124843,9.65,2025-10-15T23:18:20Z,8.59,0.074,14.58,0
2025-10-15T23:45:00Z,124844,9.64,2025-10-15T23:33:20Z,8.37,0.073,14.51,0
2025-10-16T00:15:00Z,124846,9.64,2025-10-16T00:01:35Z,8.02,0.073,14.37,0
2025-10-16T00:30:00Z,124847,9.63,2025-10-16T00:18:20Z,7.891,0.073,14.31,0
2025-10-16T00:45:00Z,124848,9.63,2025-10-16T00:34:05Z,7.749,0.073,14.23,0
2025-10-16T01:00:00Z,124849,9.63,2025-10-16T00:55:25Z,7.601,0.073,14.14,0.01
2025-10-16T01:15:00Z,124850,9.62,2025-10-16T01:14:05Z,7.456,0.073,14.04,0
2025-10-16T01:30:00Z,124851,9.62,2025-10-16T01:29:05Z,7.315,0.073,13.96,0
2025-10-16T01:45:00Z,124852,9.62,2025-10-16T01:41:00Z,7.193,0.073,13.9,0
2025-10-16T02:00:00Z,124853,9.62,2025-10-16T01:48:45Z,7.09,0.073,13.91,0
2025-10-16T02:15:00Z,124854,9.61,2025-10-16T02:05:00Z,7.004,0.074,13.83,0
2025-10-16T02:30:00Z,124855,9.61,2025-10-16T02:15:05Z,6.917,0.073,13.77,0
2025-10-16T02:45:00Z,124856,9.61,2025-10-16T02:33:45Z,6.819,0.073,13.7,0
2025-10-16T03:00:00Z,124857,9.6,2025-10-16T02:52:45Z,6.691,0.072,13.61,0
2025-10-16T03:15:00Z,124858,9.6,2025-10-16T03:01:50Z,6.557,0.073,13.51,0
2025-10-16T03:30:00Z,124859,9.6,2025-10-16T03:28:00Z,6.429,0.073,13.44,0
2025-10-16T03:45:00Z,124860,9.6,2025-10-16T03:31:20Z,6.291,0.072,13.36,0
2025-10-16T04:00:00Z,124861,9.59,2025-10-16T03:57:00Z,6.155,0.072,13.26,0
2025-10-16T04:15:00Z,124862,9.59,2025-10-16T04:00:05Z,6.016,0.072,13.19,0
2025-10-16T04:30:00Z,124863,9.59,2025-10-16T04:20:45Z,5.881,0.071,13.14,0
2025-10-16T04:45:00Z,124864,9.59,2025-10-16T04:30:05Z,5.745,0.072,13.12,0
2025-10-16T05:00:00Z,124865,9.58,2025-10-16T04:47:20Z,5.606,0.072,13,0
2025-10-16T05:15:00Z,124866,9.58,2025-10-16T05:00:05Z,5.521,0.072,12.92,0
2025-10-16T05:30:00Z,124867,9.58,2025-10-16T05:25:40Z,5.471,0.072,12.89,0
2025-10-16T05:45:00Z,124868,9.58,2025-10-16T05:30:05Z,5.456,0.072,12.81,0
2025-10-16T06:00:00Z,124869,9.57,2025-10-16T05:49:30Z,5.409,0.071,12.74,0
2025-10-16T06:15:00Z,124870,9.57,2025-10-16T06:00:05Z,5.31,0.071,12.67,0
2025-10-16T06:30:00Z,124871,9.56,2025-10-16T06:25:00Z,5.174,0.07,12.58,0
2025-10-16T06:45:00Z,124872,9.56,2025-10-16T06:30:05Z,5.017,0.07,12.52,0
2025-10-16T07:00:00Z,124873,9.56,2025-10-16T06:49:00Z,4.844,0.07,12.44,0
2025-10-16T07:15:00Z,124874,9.55,2025-10-16T07:14:35Z,4.687,0.07,12.32,0
2025-10-16T07:30:00Z,124875,9.55,2025-10-16T07:16:00Z,4.578,0.069,12.25,0
2025-10-16T07:45:00Z,124876,9.55,2025-10-16T07:31:00Z,4.484,0.069,12.17,0
2025-10-16T08:00:00Z,124877,9.55,2025-10-16T07:45:05Z,4.388,0.069,12.12,0
2025-10-16T08:15:00Z,124878,9.55,2025-10-16T08:00:05Z,4.324,0.069,12.04,0
2025-10-16T08:30:00Z,124879,9.56,2025-10-16T08:15:05Z,4.294,0.069,11.99,0
2025-10-16T08:45:00Z,124880,9.57,2025-10-16T08:30:05Z,4.284,0.069,11.95,0
2025-10-16T09:00:00Z,124881,9.6,2025-10-16T08:45:05Z,4.371,0.068,11.89,0
2025-10-16T09:15:00Z,124882,9.86,2025-10-16T09:01:35Z,4.826,0.068,11.88,0
2025-10-16T09:30:00Z,124883,9.92,2025-10-16T09:17:20Z,5.586,0.068,11.9,0
2025-10-16T09:45:00Z,124884,10.33,2025-10-16T09:32:10Z,6.444,0.069,11.97,0
2025-10-16T10:00:00Z,124885,10.28,2025-10-16T09:59:50Z,7.371,0.069,12.46,0
2025-10-16T10:15:00Z,124886,10.22,2025-10-16T10:11:20Z,8.38,0.07,13.21,0
2025-10-16T10:30:00Z,124887,10.24,2025-10-16T10:15:20Z,9.4,0.071,13.72,0
2025-10-16T10:45:00Z,124888,10.11,2025-10-16T10:36:35Z,10.39,0.072,13.97,0
2025-10-16T11:00:00Z,124889,12.37,2025-10-16T10:58:10Z,11.45,0.073,14.39,0
2025-10-16T11:15:00Z,124890,12.35,2025-10-16T11:11:25Z,12.37,0.072,14.76,0
2025-10-16T11:30:00Z,124891,12.31,2025-10-16T11:28:25Z,13.16,0.072,15.2,0
2025-10-16T11:45:00Z,124892,12.27,2025-10-16T11:35:15Z,13.89,0.073,15.6,0
2025-10-16T12:00:00Z,124893,12.33,2025-10-16T11:52:15Z,14.54,0.073,16.07,0
2025-10-16T12:15:00Z,124894,12.33,2025-10-16T12:04:15Z,15.15,0.073,16.52,0
2025-10-16T12:30:00Z,124895,12.33,2025-10-16T12:21:20Z,15.74,0.073,16.91,0
2025-10-16T12:45:00Z,124896,12.32,2025-10-16T12:44:45Z,16.2,0.074,17.2,0
2025-10-16T13:00:00Z,124897,12.27,2025-10-16T12:48:50Z,16.61,0.074,17.54,0
2025-10-16T13:15:00Z,124898,12.18,2025-10-16T13:12:15Z,16.93,0.074,17.92,0
2025-10-16T13:30:00Z,124899,12.15,2025-10-16T13:25:00Z,17.22,0.074,18.38,0
2025-10-16T13:45:00Z,124900,12.12,2025-10-16T13:39:45Z,17.5,0.074,18.79,0
2025-10-16T14:00:00Z,124901,12.1,2025-10-16T13:49:00Z,17.69,0.074,19.17,0
2025-10-16T14:15:00Z,124902,12.14,2025-10-16T14:05:15Z,17.8,0.073,19.54,0
2025-10-16T14:30:00Z,124903,12.05,2025-10-16T14:25:30Z,17.83,0.074,19.77,0
2025-10-16T14:45:00Z,124904,12,2025-10-16T14:44:10Z,17.74,0.074,19.92,0
2025-10-16T15:00:00Z,124905,11.94,2025-10-16T14:57:30Z,17.51,0.074,19.97,0
2025-10-16T15:15:00Z,124906,11.88,2025-10-16T15:09:10Z,17.21,0.074,19.7,0
2025-10-16T15:30:00Z,124907,11.84,2025-10-16T15:29:25Z,16.96,0.074,19.12,0
2025-10-16T15:45:00Z,124908,11.66,2025-10-16T15:44:45Z,16.77,0.073,18.6,0
2025-10-16T16:00:00Z,124909,11.43,2025-10-16T15:50:50Z,16.66,0.073,18.2,0
2025-10-16T16:15:00Z,124910,11.24,2025-10-16T16:15:00Z,16.6,0.073,17.92,0
2025-10-16T16:30:00Z,124911,10.67,2025-10-16T16:24:05Z,16.59,0.072,17.72,0
2025-10-16T16:45:00Z,124912,10.55,2025-10-16T16:35:00Z,16.61,0.073,17.54,0
2025-10-16T17:00:00Z,124913,11.93,2025-10-16T16:57:20Z,16.66,0.072,17.35,0
2025-10-16T17:15:00Z,124914,10.64,2025-10-16T17:14:40Z,16.64,0.071,17.15,0
2025-10-16T17:30:00Z,124915,9.91,2025-10-16T17:27:55Z,16.52,0.071,16.97,0
2025-10-16T17:45:00Z,124916,9.91,2025-10-16T17:38:15Z,16.43,0.071,16.82,0
2025-10-16T18:00:00Z,124917,9.93,2025-10-16T17:45:45Z,16.35,0.071,16.69,0
2025-10-16T18:15:00Z,124918,9.9,2025-10-16T18:07:35Z,16.2,0.072,16.62,0
2025-10-16T18:30:00Z,124919,9.86,2025-10-16T18:28:10Z,16.02,0.072,16.56,0
2025-10-16T18:45:00Z,124920,9.85,2025-10-16T18:43:00Z,15.65,0.071,16.46,0
2025-10-16T19:00:00Z,124921,9.85,2025-10-16T18:53:05Z,15.14,0.07,16.32,0
2025-10-16T19:15:00Z,124922,9.84,2025-10-16T19:03:45Z,14.53,0.069,16.17,0
2025-10-16T19:30:00Z,124923,9.84,2025-10-16T19:16:15Z,13.87,0.069,16.02,0
2025-10-16T19:45:00Z,124924,9.84,2025-10-16T19:39:10Z,13.19,0.068,15.91,0
2025-10-16T20:00:00Z,124925,9.83,2025-10-16T20:00:00Z,12.52,0.068,15.79,0
2025-10-16T20:15:00Z,124926,9.82,2025-10-16T20:12:45Z,11.85,0.068,15.67,0
2025-10-16T20:30:00Z,124927,9.82,2025-10-16T20:28:40Z,11.24,0.067,15.55,0
2025-10-16T20:45:00Z,124928,9.82,2025-10-16T20:30:20Z,10.73,0.067,15.45,0
2025-10-16T21:00:00Z,124929,9.81,2025-10-16T20:53:40Z,10.27,0.067,15.34,0
2025-10-16T21:15:00Z,124930,9.81,2025-10-16T21:14:40Z,9.86,0.067,15.21,0
2025-10-16T21:30:00Z,124931,9.81,2025-10-16T21:16:15Z,9.48,0.066,15.11,0
2025-10-16T21:45:00Z,124932,9.8,2025-10-16T21:39:10Z,9.15,0.066,15.06,0
2025-10-16T22:00:00Z,124933,9.8,2025-10-16T21:58:55Z,8.85,0.066,14.99,0
2025-10-16T22:15:00Z,124934,9.79,2025-10-16T22:14:20Z,8.68,0.068,14.88,0
2025-10-16T22:30:00Z,124935,9.79,2025-10-16T22:18:00Z,8.85,0.07,14.82,0
2025-10-16T22:45:00Z,124936,9.79,2025-10-16T22:40:00Z,9.18,0.07,14.75,0
2025-10-16T23:00:00Z,124937,9.78,2025-10-16T22:59:50Z,9.38,0.069,14.72,0
2025-10-16T23:15:00Z,124938,9.78,2025-10-16T23:14:20Z,9.47,0.069,14.64,0
2025-10-16T23:30:00Z,124939,9.78,2025-10-16T23:16:00Z,9.48,0.069,14.59,0
2025-10-16T23:45:00Z,124940,9.77,2025-10-16T23:43:00Z,9.47,0.068,14.49,0
2025-10-17T00:15:00Z,124942,9.76,2025-10-17T00:12:40Z,9.15,0.066,14.32,0
2025-10-17T00:30:00Z,124943,9.75,2025-10-17T00:26:50Z,8.85,0.065,14.22,0
2025-10-17T00:45:00Z,124944,9.75,2025-10-17T00:44:45Z,8.64,0.066,14.16,0
2025-10-17T01:00:00Z,124945,9.75,2025-10-17T00:53:20Z,8.5,0.066,14.08,0
2025-10-17T01:15:00Z,124946,9.74,2025-10-17T01:13:35Z,8.36,0.066,14.03,0
2025-10-17T01:30:00Z,124947,9.73,2025-10-17T01:27:40Z,8.32,0.066,14.03,0.01
2025-10-17T01:45:00Z,124948,9.73,2025-10-17T01:40:45Z,8.31,0.066,13.97,0
2025-10-17T02:00:00Z,124949,9.72,2025-10-17T01:59:30Z,8.28,0.066,13.87,0
2025-10-17T02:15:00Z,124950,9.72,2025-10-17T02:13:50Z,8.25,0.067,13.81,0
2025-10-17T02:30:00Z,124951,9.71,2025-10-17T02:25:00Z,8.21,0.067,13.77,0
2025-10-17T02:45:00Z,124952,9.71,2025-10-17T02:43:20Z,8.19,0.066,13.7,0
2025-10-17T03:00:00Z,124953,9.7,2025-10-17T02:55:25Z,8.15,0.065,13.63,0
2025-10-17T03:15:00Z,124954,9.69,2025-10-17T03:14:05Z,8.09,0.065,13.6,0
2025-10-17T03:30:00Z,124955,9.69,2025-10-17T03:18:20Z,8.1,0.065,13.55,0
2025-10-17T03:45:00Z,124956,9.68,2025-10-17T03:44:45Z,8.04,0.064,13.47,0
2025-10-17T04:00:00Z,124957,9.67,2025-10-17T03:58:20Z,7.885,0.064,13.37,0
2025-10-17T04:15:00Z,124958,9.67,2025-10-17T04:13:50Z,7.758,0.065,13.3,0
2025-10-17T04:30:00Z,124959,9.67,2025-10-17T04:18:40Z,7.708,0.065,13.22,0
2025-10-17T04:45:00Z,124960,9.66,2025-10-17T04:42:00Z,7.706,0.064,13.14,0
2025-10-17T05:00:00Z,124961,9.65,2025-10-17T04:57:00Z,7.717,0.065,13.07,0
2025-10-17T05:15:00Z,124962,9.65,2025-10-17T05:10:55Z,7.773,0.065,13.03,0
2025-10-17T05:30:00Z,124963,9.64,2025-10-17T05:27:20Z,7.972,0.065,13.03,0
2025-10-17T05:45:00Z,124964,9.64,2025-10-17T05:42:00Z,8.2,0.065,12.99,0
2025-10-17T06:00:00Z,124965,9.63,2025-10-17T05:57:20Z,8.33,0.066,12.92,0
2025-10-17T06:15:00Z,124966,9.62,2025-10-17T06:14:35Z,8.41,0.065,12.86,0
2025-10-17T06:30:00Z,124967,9.62,2025-10-17T06:18:40Z,8.45,0.065,12.8,0
2025-10-17T06:45:00Z,124968,9.62,2025-10-17T06:39:25Z,8.5,0.065,12.75,0
2025-10-17T07:00:00Z,124969,9.61,2025-10-17T06:53:25Z,8.61,0.066,12.7,0
2025-10-17T07:15:00Z,124970,9.61,2025-10-17T07:15:00Z,8.72,0.065,12.68,0
2025-10-17T07:30:00Z,124971,9.61,2025-10-17T07:26:55Z,8.81,0.065,12.63,0
2025-10-17T07:45:00Z,124972,9.6,2025-10-17T07:37:00Z,8.83,0.065,12.59,0
2025-10-17T08:00:00Z,124973,9.6,2025-10-17T07:50:00Z,8.83,0.064,12.55,0
2025-10-17T08:15:00Z,124974,9.61,2025-10-17T08:04:20Z,8.83,0.064,12.5,0
2025-10-17T08:30:00Z,124975,9.61,2025-10-17T08:24:30Z,8.87,0.065,12.46,0
2025-10-17T08:45:00Z,124976,9.62,2025-10-17T08:32:00Z,9,0.066,12.54,0
2025-10-17T09:00:00Z,124977,9.71,2025-10-17T08:45:15Z,9.29,0.066,12.5,0
2025-10-17T09:15:00Z,124978,9.69,2025-10-17T09:15:00Z,9.68,0.066,12.44,0
2025-10-17T09:30:00Z,124979,9.67,2025-10-17T09:25:40Z,10.05,0.069,12.41,0
2025-10-17T09:45:00Z,124980,9.68,2025-10-17T09:30:25Z,10.31,0.068,12.4,0
2025-10-17T10:00:00Z,124981,9.88,2025-10-17T09:53:10Z,10.74,0.067,12.63,0
2025-10-17T10:15:00Z,124982,9.89,2025-10-17T10:01:10Z,11.48,0.067,13.13,0
2025-10-17T10:30:00Z,124983,9.9,2025-10-17T10:16:50Z,12.39,0.067,13.58,0
2025-10-17T10:45:00Z,124984,10.06,2025-10-17T10:35:15Z,13.17,0.068,13.85,0
2025-10-17T11:00:00Z,124985,10.23,2025-10-17T10:58:45Z,13.95,0.069,14.21,0
2025-10-17T11:15:00Z,124986,10.11,2025-10-17T11:13:25Z,14.78,0.072,14.54,0
2025-10-17T11:30:00Z,124987,10.32,2025-10-17T11:15:10Z,15.57,0.073,14.83,0
2025-10-17T11:45:00Z,124988,11.9,2025-10-17T11:44:50Z,16.23,0.075,15.14,0
2025-10-17T12:00:00Z,124989,11.87,2025-10-17T11:46:00Z,16.46,0.076,15.1,0.04
2025-10-17T12:15:00Z,124990,14.3,2025-10-17T12:09:50Z,16.59,0.074,14.99,0
2025-10-17T12:30:00Z,124991,14.3,2025-10-17T12:23:30Z,16.96,0.071,14.97,0
2025-10-17T12:45:00Z,124992,14.17,2025-10-17T12:44:55Z,17.44,0.07,15.01,0
2025-10-17T13:00:00Z,124993,13.97,2025-10-17T12:59:55Z,17.92,0.068,15.08,0
2025-10-17T13:15:00Z,124994,13.84,2025-10-17T13:09:40Z,18.4,0.067,15.19,0
2025-10-17T13:30:00Z,124995,13.85,2025-10-17T13:26:35Z,18.8,0.066,15.3,0
2025-10-17T13:45:00Z,124996,13.84,2025-10-17T13:41:10Z,19.12,0.066,15.45,0
2025-10-17T14:00:00Z,124997,13.85,2025-10-17T13:58:45Z,19.37,0.065,15.63,0
2025-10-17T14:15:00Z,124998,13.85,2025-10-17T14:08:40Z,19.57,0.064,15.79,0
2025-10-17T14:30:00Z,124999,13.85,2025-10-17T14:22:55Z,19.74,0.066,15.87,0
2025-10-17T14:45:00Z,125000,13.84,2025-10-17T14:44:55Z,19.9,0.066,15.94,0
2025-10-17T15:00:00Z,125001,13.81,2025-10-17T14:59:10Z,20.08,0.067,15.99,0
2025-10-17T15:15:00Z,125002,13.81,2025-10-17T15:02:40Z,20.28,0.065,16.08,0
2025-10-17T15:30:00Z,125003,13.78,2025-10-17T15:22:30Z,20.39,0.065,16.16,0
2025-10-17T15:45:00Z,125004,13.81,2025-10-17T15:45:00Z,20.41,0.067,16.19,0
2025-10-17T16:00:00Z,125005,13.81,2025-10-17T15:46:15Z,20.4,0.065,16.21,0
2025-10-17T16:15:00Z,125006,13.81,2025-10-17T16:00:30Z,20.4,0.066,16.21,0
2025-10-17T16:30:00Z,125007,13.81,2025-10-17T16:21:50Z,20.38,0.067,16.22,0
2025-10-17T16:45:00Z,125008,13.81,2025-10-17T16:34:40Z,20.36,0.066,16.2,0
2025-10-17T17:00:00Z,125009,13.81,2025-10-17T16:45:50Z,20.4,0.066,16.14,0
2025-10-17T17:15:00Z,125010,13.81,2025-10-17T17:00:30Z,20.1,0.065,16.05,0
2025-10-17T17:30:00Z,125011,13.82,2025-10-17T17:15:10Z,19.75,0.064,15.97,0
2025-10-17T17:45:00Z,125012,13.81,2025-10-17T17:44:20Z,19.46,0.062,15.91,0
2025-10-17T18:00:00Z,125013,13.75,2025-10-17T17:56:50Z,19.12,0.06,15.9,0
2025-10-17T18:15:00Z,125014,13.7,2025-10-17T18:14:45Z,18.78,0.06,15.87,0
2025-10-17T18:30:00Z,125015,13.64,2025-10-17T18:29:05Z,18.52,0.059,15.81,0
2025-10-17T18:45:00Z,125016,13.56,2025-10-17T18:42:15Z,18.32,0.059,15.75,0
2025-10-17T19:00:00Z,125017,13.5,2025-10-17T18:58:15Z,18.07,0.06,15.68,0
2025-10-17T19:15:00Z,125018,13.46,2025-10-17T19:11:20Z,17.82,0.061,15.62,0
2025-10-17T19:30:00Z,125019,13.42,2025-10-17T19:26:40Z,17.66,0.063,15.55,0
2025-10-17T19:45:00Z,125020,13.38,2025-10-17T19:40:55Z,17.58,0.063,15.45,0
2025-10-17T20:00:00Z,125021,13.36,2025-10-17T19:59:55Z,17.52,0.063,15.36,0
2025-10-17T20:15:00Z,125022,13.33,2025-10-17T20:10:45Z,17.44,0.062,15.31,0
2025-10-17T20:30:00Z,125023,13.31,2025-10-17T20:26:15Z,17.35,0.061,15.29,0
2025-10-17T20:45:00Z,125024,13.3,2025-10-17T20:39:20Z,17.28,0.06,15.22,0
2025-10-17T21:00:00Z,125025,13.3,2025-10-17T20:58:20Z,17.21,0.06,15.13,0
2025-10-17T21:15:00Z,125026,13.28,2025-10-17T21:12:35Z,17.14,0.061,15.05,0
2025-10-17T21:30:00Z,125027,13.28,2025-10-17T21:24:35Z,16.99,0.061,15.02,0
2025-10-17T21:45:00Z,125028,13.27,2025-10-17T21:39:30Z,16.78,0.061,14.99,0
2025-10-17T22:00:00Z,125029,13.28,2025-10-17T21:46:15Z,16.59,0.06,14.94,0
2025-10-17T22:15:00Z,125030,13.28,2025-10-17T22:09:10Z,16.41,0.06,14.89,0
2025-10-17T22:30:00Z,125031,13.28,2025-10-17T22:18:50Z,16.17,0.059,14.84,0
2025-10-17T22:45:00Z,125032,13.28,2025-10-17T22:31:05Z,15.9,0.058,14.81,0
2025-10-17T23:00:00Z,125033,13.28,2025-10-17T22:51:20Z,15.66,0.057,14.78,0
2025-10-17T23:15:00Z,125034,13.27,2025-10-17T23:05:35Z,15.54,0.058,14.76,0
2025-10-17T23:30:00Z,125035,13.28,2025-10-17T23:17:20Z,15.51,0.058,14.72,0
