gage_id,parameter,month_day,min,max,mean,median,count
outflow,discharge,04-30,2.25,10.34,6.09,6.5,4
outflow,discharge,05-01,2.25,9.54,6.55,7.41,4
outflow,discharge,05-02,2.6,10.47,6.67,7.27,4
outflow,discharge,05-03,2.33,12.12,8.27,9.34,4
outflow,discharge,05-04,2.05,12.92,8.96,10.13,4
outflow,discharge,05-05,3.18,13.63,8.9,9.67,4
outflow,discharge,05-06,3.32,15.26,9.08,8.4,4
outflow,discharge,05-07,4.92,14.9,9.4,8.94,4
outflow,discharge,05-08,4.26,14.3,9.44,9.7,4
outflow,discharge,05-09,3.81,13.72,8.92,9.18,4
outflow,discharge,05-10,3.29,11.8,8.32,9.17,4
outflow,discharge,05-11,2.87,11.48,7.65,8.31,4
outflow,discharge,05-12,2.65,10.07,7.02,7.54,4
outflow,discharge,05-13,2.5,9.47,6.41,6.98,4
outflow,discharge,05-14,2.98,9.94,6.06,6.42,4
outflow,discharge,05-15,3.07,11,6.45,5.72,4
outflow,discharge,05-16,2.73,11.56,6.1,5.38,4
outflow,discharge,05-17,1.75,10.47,5.38,4.65,4
outflow,discharge,05-18,1.39,9.47,4.93,4.33,4
outflow,discharge,05-19,1.18,8.67,4.68,4.63,4
outflow,discharge,05-20,1.06,8.49,4.49,4.51,4
outflow,discharge,05-21,1.43,6.97,4.29,3.98,4
outflow,discharge,05-22,2.16,6.77,4,3.56,4
outflow,discharge,05-23,2,5.04,3.33,3.19,4
outflow,discharge,05-24,1.65,4.37,2.92,2.73,4
outflow,discharge,05-25,1.36,8.32,2.89,2.31,4
outflow,discharge,05-26,1.15,15.35,4.32,2.1,4
outflow,discharge,05-27,1.03,19.94,5.6,2.03,4
outflow,discharge,05-28,0.94,20.56,6.2,1.79,4
outflow,discharge,05-29,0.86,19.7,6,1.92,4
outflow,discharge,05-30,0.84,17.89,5.37,1.97,4
outflow,discharge,05-31,0.78,15.71,4.71,1.67,4
outflow,discharge,06-01,0.65,14.3,4.31,1.51,4
outflow,discharge,06-02,0.51,12.92,4.1,1.74,4
outflow,discharge,06-03,0.39,11.24,3.52,1.7,4
outflow,discharge,06-04,0.14,8.94,3.04,2.07,4
outflow,discharge,06-05,0,8.26,4.16,2.84,4
outflow,discharge,06-06,0,9.27,4.55,4.49,4
outflow,discharge,06-07,0,9.2,4.72,4.93,4
outflow,discharge,06-08,0,10.4,4.46,4.39,4
outflow,discharge,06-09,0,10.4,4.64,3.96,4
outflow,discharge,06-10,0,9.67,4,3.21,4
outflow,discharge,06-11,0,8.8,3.53,2.72,4
outflow,discharge,06-12,0,7.75,3.1,2.45,4
outflow,discharge,06-13,0,18.66,3.24,2.07,4
outflow,discharge,06-14,0,23.7,6.48,1.82,4
outflow,discharge,06-15,0,24.4,6.61,1.59,4
outflow,discharge,06-16,0,23.28,5.98,1.4,4
outflow,discharge,06-17,0,19.1,4.73,1.25,4
outflow,discharge,06-18,0,14.1,4.05,1.21,4
outflow,discharge,06-19,0,11.24,4.17,3.1,4
outflow,discharge,06-20,0,9.61,3.7,2.86,4
outflow,discharge,06-21,0,8.03,3.26,2.69,4
outflow,discharge,06-22,0,6.81,2.71,2.34,4
outflow,discharge,06-23,0,5.37,2.36,2.3,4
outflow,discharge,06-24,0,4.56,2.02,1.75,4
outflow,discharge,06-25,0,4.01,1.93,2.32,4
outflow,discharge,06-26,0,4.83,2.04,1.81,4
outflow,discharge,06-27,0,3.77,1.65,1.6,4
outflow,discharge,06-28,0,2.87,1.33,1.28,4
outflow,discharge,06-29,0,2.5,1.31,1.39,4
outflow,discharge,06-30,0,2.3,1.19,1.27,4
outflow,discharge,07-01,0,2.37,1.08,1.14,4
outflow,discharge,07-02,0,2.18,0.95,0.88,4
outflow,discharge,07-03,0,1.87,0.79,0.74,4
outflow,discharge,07-04,0,1.79,0.73,0.62,4
outflow,discharge,07-05,0,8.54,1.31,0.57,4
outflow,discharge,07-06,0,9.87,2.62,0.46,4
outflow,discharge,07-07,0,9.61,2.51,0.33,4
outflow,discharge,07-08,0,8.87,2.23,0.18,4
outflow,discharge,07-09,0,7.63,1.82,0.24,4
outflow,discharge,07-10,0,7.24,2.72,0.56,4
outflow,discharge,07-11,0,8.09,3.11,2.22,4
outflow,discharge,07-12,0,7.8,2.8,1.82,4
outflow,discharge,07-13,0,7.3,2.5,1.56,4
outflow,discharge,07-14,0,7.19,2.34,1.41,4
outflow,discharge,07-15,0,6.23,2.14,1.29,4
outflow,discharge,07-16,0,8.8,2.57,1.42,4
outflow,discharge,07-17,0,6.81,2.29,1.41,4
outflow,discharge,07-18,0,5.5,1.89,1.34,4
outflow,discharge,07-19,0,4.52,1.65,1.22,4
outflow,discharge,07-20,0,3.77,1.44,0.96,4
outflow,discharge,07-21,0,3.39,1.23,0.86,4
outflow,discharge,07-22,0,2.93,1.2,1.01,4
outflow,discharge,07-23,0,3.21,1.2,0.93,4
outflow,discharge,07-24,0,3.39,1.25,0.82,4
outflow,discharge,07-25,0,2.79,1.01,0.59,4
outflow,discharge,07-26,0,2.28,0.89,0.92,4
outflow,discharge,07-27,0,2.18,1,1,4
outflow,discharge,07-28,0,1.96,0.92,0.95,4
outflow,discharge,07-29,0,3.61,1.37,1.23,4
outflow,discharge,07-30,0,3.58,1.66,1.54,4
outflow,discharge,07-31,0,3.12,1.49,1.36,4
outflow,discharge,08-01,0,2.65,1.32,1.27,4
outflow,discharge,08-02,0,2.4,1.21,1.14,4
outflow,discharge,08-03,0,2.07,1.2,1.41,4
outflow,discharge,08-04,0,1.96,1.14,1.37,4
outflow,discharge,08-05,0,1.81,1.03,1.22,4
outflow,discharge,08-06,0,1.89,1.02,1.17,4
outflow,discharge,08-07,0,1.87,0.93,0.98,4
outflow,discharge,08-08,0,1.63,0.84,0.92,4
outflow,discharge,08-09,0,1.45,0.7,0.76,4
outflow,discharge,08-10,0,1.28,0.53,0.54,4
outflow,discharge,08-11,0,1.12,0.38,0.27,4
outflow,discharge,08-12,0,0.97,0.27,0.1,4
outflow,discharge,08-13,0,0.74,0.22,0.06,4
outflow,discharge,08-14,0,1.09,0.38,0.18,4
outflow,discharge,08-15,0,0.95,0.38,0.29,4
outflow,discharge,08-16,0,0.72,0.31,0.22,4
outflow,discharge,08-17,0,1.04,0.31,0.31,4
outflow,discharge,08-18,0,0.73,0.28,0.29,4
outflow,discharge,08-19,0,0.58,0.25,0.25,4
outflow,discharge,08-20,0,1.25,0.3,0.16,4
outflow,discharge,08-21,0,1.67,0.49,0.14,4
outflow,discharge,08-22,0,1.59,0.44,0.09,4
outflow,discharge,08-23,0,1.43,0.38,0.07,4
outflow,discharge,08-24,0,1.34,0.38,0.08,4
outflow,discharge,08-25,0,1.28,0.32,0.03,4
outflow,discharge,08-26,0,1.04,0.24,0,4
outflow,discharge,08-27,0,0.94,0.21,0,4
outflow,discharge,08-28,0,0.89,0.2,0,4
outflow,discharge,08-29,0,2.57,0.47,0,4
outflow,discharge,08-30,0,2.28,0.48,0,4
outflow,discharge,08-31,0,1.77,0.4,0,4
outflow,discharge,09-01,0,1.52,0.37,0,4
outflow,discharge,09-02,0,1.48,0.34,0,4
outflow,discharge,09-03,0,1.37,0.32,0,4
outflow,discharge,09-04,0,1.18,0.27,0,4
outflow,discharge,09-05,0,0.98,0.23,0,4
outflow,discharge,09-06,0,0.88,0.21,0,4
outflow,discharge,09-07,0,0.77,0.18,0,4
outflow,discharge,09-08,0,0.68,0.15,0,4
outflow,discharge,09-09,0,0.64,0.14,0,4
outflow,discharge,09-10,0,0.64,0.12,0,4
outflow,discharge,09-11,0,1.12,0.19,0,4
outflow,discharge,09-12,0,1.01,0.22,0,4
outflow,discharge,09-13,0,0.68,0.15,0,4
outflow,discharge,09-14,0,0.53,0.12,0,4
outflow,discharge,09-15,0,0.51,0.11,0,4
outflow,discharge,09-16,0,0.5,0.1,0,4
outflow,discharge,09-17,0,0.49,0.1,0,4
outflow,discharge,09-18,0,0.37,0.07,0,4
outflow,discharge,09-19,0,0.88,0.18,0,4
outflow,discharge,09-20,0,1.07,0.19,0,4
outflow,discharge,09-21,0,0.81,0.17,0,4
outflow,discharge,09-22,0,0.57,0.09,0,4
outflow,discharge,09-23,0,0.26,0.05,0,4
outflow,discharge,09-24,0,0.21,0.03,0,4
outflow,discharge,09-25,0,0.24,0.02,0,4
outflow,discharge,09-26,0,0.21,0.03,0,4
outflow,discharge,09-27,0,0.1,0.01,0,4
outflow,discharge,09-28,0,0,0,0,4
outflow,discharge,09-29,0,0,0,0,4
outflow,discharge,09-30,0,0,0,0,4
outflow,discharge,10-01,0,0,0,0,4
outflow,discharge,10-02,0,0,0,0,4
outflow,discharge,10-03,0,0,0,0,4
outflow,discharge,10-04,0,0,0,0,4
outflow,discharge,10-05,0,0,0,0,4
outflow,discharge,10-06,0,0,0,0,4
outflow,discharge,10-07,0,0,0,0,4
outflow,discharge,10-08,0,0,0,0,4
outflow,discharge,10-09,0,0,0,0,4
outflow,discharge,10-10,0,0,0,0,4
outflow,discharge,10-11,0,0,0,0,4
outflow,discharge,10-12,0,0,0,0,4
outflow,discharge,10-13,0,0,0,0,4
outflow,discharge,10-14,0,0,0,0,4
outflow,discharge,10-15,0,0,0,0,4
outflow,discharge,10-16,0,0,0,0,4
outflow,discharge,10-17,0,0,0,0,4
outflow,discharge,10-18,0,0,0,0,4
outflow,discharge,10-19,0,0,0,0,4
outflow,discharge,10-20,0,0,0,0,4
outflow,discharge,10-21,0,0,0,0,4
outflow,discharge,10-22,0,0,0,0,4
outflow,discharge,10-23,0,0,0,0,4
outflow,discharge,10-24,0,0,0,0,4
outflow,discharge,10-25,0,0,0,0,4
outflow,discharge,10-26,0,0,0,0,4
outflow,discharge,10-27,0,0,0,0,4
outflow,discharge,10-28,0,0,0,0,4
outflow,discharge,10-29,0,0,0,0,4
outflow,discharge,10-30,0,0,0,0,4
outflow,discharge,10-31,0,0,0,0,4
outflow,discharge,11-01,0,0,0,0,4
outflow,discharge,11-02,0,0,0,0,4
outflow,discharge,11-03,0,0,0,0,4
outflow,discharge,11-04,0,0,0,0,4
outflow,discharge,11-05,0,0,0,0,4
outflow,discharge,11-06,0,0,0,0,4
outflow,discharge,11-07,0,0,0,0,4
outflow,discharge,11-08,0,0,0,0,4
outflow,discharge,11-09,0,0,0,0,4
outflow,discharge,11-10,0,0,0,0,4
outflow,discharge,11-11,0,0,0,0,4
outflow,discharge,11-12,0,0,0,0,4
outflow,discharge,11-13,0,0,0,0,4
outflow,discharge,11-14,0,0,0,0,4
outflow,discharge,11-15,0,0,0,0,4
outflow,discharge,11-16,0,0,0,0,4
outflow,discharge,11-17,0,0,0,0,4
outflow,discharge,11-18,0,0,0,0,4
outflow,discharge,11-19,0,0,0,0,4
outflow,discharge,11-20,0,0,0,0,4
outflow,discharge,11-21,0,0,0,0,4
outflow,discharge,11-22,0,0,0,0,4
outflow,discharge,11-23,0,0,0,0,4
outflow,discharge,11-24,0,0,0,0,4
outflow,discharge,11-25,0,0,0,0,4
outflow,discharge,11-26,0,0,0,0,4
outflow,discharge,11-27,0,0,0,0,4
outflow,discharge,11-28,0,0,0,0,4
outflow,discharge,11-29,0,0,0,0,4
outflow,discharge,11-30,0,0,0,0,4
outflow,discharge,12-01,0,0,0,0,4
outflow,discharge,12-02,0,0,0,0,4
outflow,discharge,12-03,0,0,0,0,4
outflow,discharge,12-04,0,0,0,0,4
outflow,discharge,12-05,0,0,0,0,3
outflow,discharge,12-06,0,0,0,0,3
outflow,discharge,12-07,0,0,0,0,3
outflow,discharge,12-08,0,0,0,0,3
outflow,discharge,12-09,0,0,0,0,3
outflow,discharge,12-10,0,0,0,0,3
outflow,discharge,12-11,0,0,0,0,3
outflow,discharge,12-12,0,0,0,0,3
outflow,discharge,12-13,0,0,0,0,3
outflow,discharge,12-14,0,0,0,0,3
outflow,discharge,12-15,0,0,0,0,3
outflow,discharge,12-16,0,0,0,0,3
outflow,discharge,12-17,0,0,0,0,3
outflow,discharge,12-18,0,0,0,0,3
outflow,discharge,12-19,0,0,0,0,3
outflow,discharge,12-20,0,0,0,0,3
outflow,discharge,12-21,0,0,0,0,3
outflow,discharge,12-22,0,0,0,0,3
outflow,discharge,12-23,0,0,0,0,3
outflow,discharge,12-24,0,0,0,0,3
outflow,discharge,12-25,0,0,0,0,3
outflow,discharge,12-26,0,0,0,0,3
outflow,discharge,12-27,0,0,0,0,3
outflow,discharge,12-28,0,0.29,0.05,0,3
outflow,discharge,12-29,0,0.32,0.09,0,3
outflow,discharge,12-30,0,0.58,0.17,0.08,3
outflow,discharge,12-31,0,0.98,0.4,0.39,3
outflow,discharge,NA,0,55.42,4.12,0.72,1
