gage_id,parameter,month_day,min,max,mean,median,count
harry_tetters,discharge,02-20,0.42,0.65,0.52,0.5,3
harry_tetters,discharge,02-21,0.41,0.8,0.53,0.5,3
harry_tetters,discharge,02-22,0.42,4,0.8,0.6,3
harry_tetters,discharge,02-23,0.48,6.5,2.12,0.6,3
harry_tetters,discharge,02-24,0.44,5.7,2.02,0.6,3
harry_tetters,discharge,02-25,0.43,5.09,2.47,2.61,3
harry_tetters,discharge,02-26,0.4,5.17,2.05,2.19,3
harry_tetters,discharge,02-27,0.39,8.11,1.91,1.16,3
harry_tetters,discharge,02-28,0.43,8.86,3.1,1.07,3
harry_tetters,discharge,02-29,0.43,0.55,0.46,0.45,1
harry_tetters,discharge,03-01,0.4,7.02,2.64,0.98,3
harry_tetters,discharge,03-02,0.4,6.02,2.1,0.83,3
harry_tetters,discharge,03-03,0.39,6.98,1.45,0.75,3
harry_tetters,discharge,03-04,0.05,6.02,2.03,0.79,3
harry_tetters,discharge,03-05,0.05,4.56,1.12,0.41,3
harry_tetters,discharge,03-06,0.07,0.5,0.31,0.36,3
harry_tetters,discharge,03-07,0.07,0.49,0.31,0.38,3
harry_tetters,discharge,03-08,0.11,1.56,0.72,0.43,3
harry_tetters,discharge,03-09,0.13,4.13,1.54,1.34,3
harry_tetters,discharge,03-10,0.12,4.43,2.05,1.38,3
harry_tetters,discharge,03-11,0.46,3.83,1.75,1.35,3
harry_tetters,discharge,03-12,0.41,3.17,1.55,1.23,3
harry_tetters,discharge,03-13,0.39,3.12,1.45,1.11,3
harry_tetters,discharge,03-14,0.39,2.65,1.52,1.09,3
harry_tetters,discharge,03-15,1.04,2.42,1.71,1.72,3
harry_tetters,discharge,03-16,0.13,3.24,1.46,1.54,3
harry_tetters,discharge,03-17,0.84,2.71,1.57,1.51,3
harry_tetters,discharge,03-18,0.72,2.29,1.27,1.26,3
harry_tetters,discharge,03-19,0.58,1.5,0.96,0.83,3
harry_tetters,discharge,03-20,0.1,2.16,0.85,0.79,3
harry_tetters,discharge,03-21,0.46,1.95,0.95,0.57,3
harry_tetters,discharge,03-22,0.43,1.73,0.97,1,3
harry_tetters,discharge,03-23,0.4,1.31,0.88,1.07,3
harry_tetters,discharge,03-24,0.37,1.65,0.82,0.92,4
harry_tetters,discharge,03-25,0.35,1.72,0.91,0.91,3
harry_tetters,discharge,03-26,0.35,1.38,0.84,0.8,3
harry_tetters,discharge,03-27,0.48,1.47,0.88,0.71,3
harry_tetters,discharge,03-28,0.44,1.35,0.85,0.83,3
harry_tetters,discharge,03-29,0.42,1.79,0.91,0.9,3
harry_tetters,discharge,03-30,0.39,1.54,1.01,1.1,3
harry_tetters,discharge,03-31,0.69,1.79,1.22,1.25,3
harry_tetters,discharge,04-01,0.73,4.56,2.09,1.89,3
harry_tetters,discharge,04-02,0.91,12.32,3.94,2.38,3
harry_tetters,discharge,04-03,0.31,13.5,4.67,1.67,3
harry_tetters,discharge,04-04,0.29,10.36,3.34,1.46,3
harry_tetters,discharge,04-05,0.29,2.23,1.15,1.46,3
harry_tetters,discharge,04-06,0.33,1.79,1.15,1.48,3
harry_tetters,discharge,04-07,0.33,1.48,1,1.25,3
harry_tetters,discharge,04-08,0.38,3.35,1.44,1.18,3
harry_tetters,discharge,04-09,0.95,2.55,1.47,1.13,3
harry_tetters,discharge,04-10,0.86,2.51,1.44,0.98,3
harry_tetters,discharge,04-11,0.53,3.16,1.66,1.92,3
harry_tetters,discharge,04-12,0.74,5.55,2.02,1.54,3
harry_tetters,discharge,04-13,0.7,3.12,1.58,1.37,3
harry_tetters,discharge,04-14,0.69,2.04,1.31,1.31,3
harry_tetters,discharge,04-15,0.65,1.94,1.19,1.33,3
harry_tetters,discharge,04-16,0.63,1.35,0.96,0.98,3
harry_tetters,discharge,04-17,0.4,2.07,0.98,0.81,3
harry_tetters,discharge,04-18,0.53,2.09,1.02,0.76,3
harry_tetters,discharge,04-19,0.49,6.05,1.84,0.83,3
harry_tetters,discharge,04-20,0.46,5.8,1.82,0.7,3
harry_tetters,discharge,04-21,0.48,3.12,1.22,0.74,3
harry_tetters,discharge,04-22,0.48,1.6,0.89,0.67,3
harry_tetters,discharge,04-23,0.48,1.42,0.8,0.62,3
harry_tetters,discharge,04-24,0.09,1.67,0.67,0.55,4
harry_tetters,discharge,04-25,0.1,1.1,0.54,0.54,4
harry_tetters,discharge,04-26,0.09,0.95,0.48,0.49,4
harry_tetters,discharge,04-27,0.08,1.16,0.49,0.42,4
harry_tetters,discharge,04-28,0.07,1.07,0.52,0.41,4
harry_tetters,discharge,04-29,0.07,1.04,0.6,0.77,4
harry_tetters,discharge,04-30,0.06,1.19,0.62,0.61,4
harry_tetters,discharge,05-01,0.09,1.4,0.62,0.61,4
harry_tetters,discharge,05-02,0.09,2.7,0.92,0.7,4
harry_tetters,discharge,05-03,0.39,2.54,1.31,1.41,3
harry_tetters,discharge,05-04,0.38,2.09,1.02,0.92,3
harry_tetters,discharge,05-05,0.17,1.62,0.86,0.8,3
harry_tetters,discharge,05-06,0.31,1.19,0.79,0.7,3
harry_tetters,discharge,05-07,0.57,1.84,0.88,0.9,3
harry_tetters,discharge,05-08,0.56,2.49,1.19,0.83,3
harry_tetters,discharge,05-09,0.58,2.97,1.03,0.72,3
harry_tetters,discharge,05-10,0.54,3.34,1.36,0.69,3
harry_tetters,discharge,05-11,0.38,3.06,1.19,0.64,3
harry_tetters,discharge,05-12,0.35,1.94,0.9,0.59,3
harry_tetters,discharge,05-13,0.36,1.47,0.79,0.57,3
harry_tetters,discharge,05-14,0.41,2.01,0.73,0.5,3
harry_tetters,discharge,05-15,0.43,4.22,1.49,0.45,3
harry_tetters,discharge,05-16,0.37,3,1.09,0.43,3
harry_tetters,discharge,05-17,0.34,1.98,0.82,0.43,3
harry_tetters,discharge,05-18,0.34,1.41,0.7,0.4,3
harry_tetters,discharge,05-19,0.29,1.2,0.6,0.33,3
harry_tetters,discharge,05-20,0.28,0.99,0.55,0.41,3
harry_tetters,discharge,05-21,0.31,0.85,0.56,0.56,3
harry_tetters,discharge,05-22,0.18,0.79,0.56,0.68,3
harry_tetters,discharge,05-23,0.18,0.6,0.42,0.51,3
harry_tetters,discharge,05-24,0.17,0.52,0.36,0.4,3
harry_tetters,discharge,05-25,0.16,0.5,0.33,0.36,3
harry_tetters,discharge,05-26,0.15,0.55,0.31,0.33,3
harry_tetters,discharge,05-27,0.14,0.61,0.34,0.31,3
harry_tetters,discharge,05-28,0.14,0.56,0.32,0.29,3
harry_tetters,discharge,05-29,0.14,0.95,0.4,0.32,3
harry_tetters,discharge,05-30,0.14,0.61,0.33,0.31,3
harry_tetters,discharge,05-31,0.13,0.45,0.31,0.34,3
harry_tetters,discharge,06-01,0.12,0.6,0.27,0.29,3
harry_tetters,discharge,06-02,0.12,0.79,0.35,0.27,3
harry_tetters,discharge,06-03,0.11,0.5,0.28,0.25,3
harry_tetters,discharge,06-04,0.1,0.66,0.26,0.25,3
harry_tetters,discharge,06-05,0.09,17.2,3.66,0.37,3
harry_tetters,discharge,06-06,0.09,16.8,4.06,0.41,3
harry_tetters,discharge,06-07,0.08,6.22,1.24,0.38,3
harry_tetters,discharge,06-08,0.07,1.77,0.61,0.32,3
harry_tetters,discharge,06-09,0.03,1.28,0.55,0.42,3
harry_tetters,discharge,06-10,0.03,1.05,0.44,0.33,3
harry_tetters,discharge,06-11,0.03,0.86,0.38,0.29,3
harry_tetters,discharge,06-12,0.03,0.75,0.39,0.27,4
harry_tetters,discharge,06-13,0.03,12.44,0.6,0.39,4
harry_tetters,discharge,06-14,0.03,35.96,7.25,0.43,4
harry_tetters,discharge,06-15,0.03,30.82,5.75,0.38,4
harry_tetters,discharge,06-16,0.03,10.6,1.9,0.35,4
harry_tetters,discharge,06-17,0.03,4.04,1.04,0.4,4
harry_tetters,discharge,06-18,0.03,2.44,0.78,0.34,4
harry_tetters,discharge,06-19,0.03,2.62,1.02,0.93,4
harry_tetters,discharge,06-20,0.03,1.42,0.65,0.61,4
harry_tetters,discharge,06-21,0.02,1.16,0.51,0.45,4
harry_tetters,discharge,06-22,0.02,1.02,0.45,0.42,4
harry_tetters,discharge,06-23,0.02,0.84,0.42,0.52,4
harry_tetters,discharge,06-24,0.02,0.55,0.32,0.4,4
harry_tetters,discharge,06-25,0.03,3.49,0.63,0.45,4
harry_tetters,discharge,06-26,0.05,2.18,0.47,0.43,4
harry_tetters,discharge,06-27,0.05,0.54,0.31,0.37,4
harry_tetters,discharge,06-28,0.04,0.42,0.26,0.29,4
harry_tetters,discharge,06-29,0.05,0.74,0.32,0.3,4
harry_tetters,discharge,06-30,0.04,0.48,0.28,0.33,4
harry_tetters,discharge,07-01,0.05,0.39,0.24,0.28,4
harry_tetters,discharge,07-02,0.08,0.83,0.26,0.28,4
harry_tetters,discharge,07-03,0.05,0.61,0.25,0.26,4
harry_tetters,discharge,07-04,0.08,0.38,0.22,0.25,4
harry_tetters,discharge,07-05,0.08,3.72,0.36,0.3,4
harry_tetters,discharge,07-06,0.08,7.34,1.63,0.32,4
harry_tetters,discharge,07-07,0.17,2.83,0.57,0.23,4
harry_tetters,discharge,07-08,0.19,0.98,0.39,0.25,4
harry_tetters,discharge,07-09,0.18,0.76,0.36,0.25,4
harry_tetters,discharge,07-10,0.16,64.35,9.66,0.44,4
harry_tetters,discharge,07-11,0.16,62.14,10.31,0.34,4
harry_tetters,discharge,07-12,0.16,11.85,1.4,0.32,4
harry_tetters,discharge,07-13,0.07,1.77,0.51,0.29,4
harry_tetters,discharge,07-14,0.06,1.07,0.4,0.27,4
harry_tetters,discharge,07-15,0.06,0.99,0.37,0.26,4
harry_tetters,discharge,07-16,0.09,3.98,0.85,0.28,4
harry_tetters,discharge,07-17,0.08,1.91,0.48,0.25,4
harry_tetters,discharge,07-18,0.07,0.84,0.31,0.22,4
harry_tetters,discharge,07-19,0.07,0.57,0.26,0.22,4
harry_tetters,discharge,07-20,0.07,0.46,0.23,0.2,4
harry_tetters,discharge,07-21,0.08,0.4,0.22,0.19,4
harry_tetters,discharge,07-22,0.1,0.37,0.22,0.2,4
harry_tetters,discharge,07-23,0.11,0.37,0.22,0.19,4
harry_tetters,discharge,07-24,0.12,0.35,0.22,0.22,4
harry_tetters,discharge,07-25,0.12,0.28,0.2,0.23,4
harry_tetters,discharge,07-26,0.11,1.88,0.23,0.22,4
harry_tetters,discharge,07-27,0.12,2.94,0.44,0.21,4
harry_tetters,discharge,07-28,0.12,0.28,0.19,0.2,4
harry_tetters,discharge,07-29,0.12,4.29,0.73,0.19,4
harry_tetters,discharge,07-30,0.12,1.78,0.48,0.27,4
harry_tetters,discharge,07-31,0.15,0.35,0.26,0.28,4
harry_tetters,discharge,08-01,0.15,0.3,0.22,0.23,4
harry_tetters,discharge,08-02,0.14,0.4,0.21,0.19,4
harry_tetters,discharge,08-03,0.14,0.39,0.22,0.21,4
harry_tetters,discharge,08-04,0.14,0.29,0.21,0.21,4
harry_tetters,discharge,08-05,0.14,0.27,0.19,0.19,4
harry_tetters,discharge,08-06,0.12,0.28,0.19,0.19,4
harry_tetters,discharge,08-07,0.12,0.24,0.18,0.2,4
harry_tetters,discharge,08-08,0.12,0.24,0.18,0.19,4
harry_tetters,discharge,08-09,0.1,0.21,0.16,0.17,4
harry_tetters,discharge,08-10,0.08,0.18,0.15,0.16,4
harry_tetters,discharge,08-11,0.09,0.18,0.14,0.15,4
harry_tetters,discharge,08-12,0.09,0.18,0.14,0.14,4
harry_tetters,discharge,08-13,0.1,0.18,0.14,0.15,4
harry_tetters,discharge,08-14,0.1,0.39,0.18,0.16,4
harry_tetters,discharge,08-15,0.08,0.4,0.16,0.14,4
harry_tetters,discharge,08-16,0.1,0.18,0.14,0.14,4
harry_tetters,discharge,08-17,0.1,0.26,0.15,0.15,4
harry_tetters,discharge,08-18,0.09,0.29,0.15,0.16,4
harry_tetters,discharge,08-19,0.09,0.28,0.16,0.15,4
harry_tetters,discharge,08-20,0.11,0.24,0.15,0.15,4
harry_tetters,discharge,08-21,0.11,0.94,0.26,0.14,4
harry_tetters,discharge,08-22,0.1,0.42,0.17,0.13,4
harry_tetters,discharge,08-23,0.1,0.26,0.15,0.12,4
harry_tetters,discharge,08-24,0.09,0.22,0.13,0.1,4
harry_tetters,discharge,08-25,0.1,0.21,0.13,0.1,4
harry_tetters,discharge,08-26,0.09,0.21,0.12,0.1,4
harry_tetters,discharge,08-27,0.08,0.19,0.12,0.1,4
harry_tetters,discharge,08-28,0.08,0.18,0.11,0.1,4
harry_tetters,discharge,08-29,0.07,0.54,0.14,0.1,4
harry_tetters,discharge,08-30,0.07,0.33,0.14,0.1,4
harry_tetters,discharge,08-31,0.06,0.28,0.13,0.1,4
harry_tetters,discharge,09-01,0.06,0.25,0.12,0.09,4
harry_tetters,discharge,09-02,0.06,0.23,0.11,0.09,4
harry_tetters,discharge,09-03,0.06,0.22,0.11,0.08,4
harry_tetters,discharge,09-04,0.07,0.22,0.11,0.08,4
harry_tetters,discharge,09-05,0.06,0.21,0.11,0.09,4
harry_tetters,discharge,09-06,0.05,0.21,0.1,0.09,4
harry_tetters,discharge,09-07,0.05,0.2,0.1,0.08,4
harry_tetters,discharge,09-08,0.05,0.18,0.1,0.08,4
harry_tetters,discharge,09-09,0.04,0.18,0.1,0.09,4
harry_tetters,discharge,09-10,0.04,0.17,0.1,0.09,4
harry_tetters,discharge,09-11,0.04,0.21,0.1,0.09,4
harry_tetters,discharge,09-12,0.04,0.21,0.11,0.09,4
harry_tetters,discharge,09-13,0.03,0.19,0.1,0.08,4
harry_tetters,discharge,09-14,0.03,0.17,0.08,0.07,4
harry_tetters,discharge,09-15,0.03,0.12,0.07,0.07,4
harry_tetters,discharge,09-16,0.03,0.12,0.07,0.07,4
harry_tetters,discharge,09-17,0.03,0.11,0.07,0.07,4
harry_tetters,discharge,09-18,0.03,0.1,0.06,0.06,4
harry_tetters,discharge,09-19,0.03,0.18,0.07,0.06,4
harry_tetters,discharge,09-20,0.03,0.14,0.07,0.06,4
harry_tetters,discharge,09-21,0.03,0.14,0.07,0.06,4
harry_tetters,discharge,09-22,0.05,0.15,0.08,0.06,4
harry_tetters,discharge,09-23,0.05,0.12,0.08,0.06,4
harry_tetters,discharge,09-24,0.06,0.12,0.08,0.08,4
harry_tetters,discharge,09-25,0.06,0.21,0.09,0.07,4
harry_tetters,discharge,09-26,0.06,0.22,0.1,0.07,4
harry_tetters,discharge,09-27,0.03,0.22,0.1,0.06,4
harry_tetters,discharge,09-28,0.03,0.2,0.09,0.06,4
harry_tetters,discharge,09-29,0.03,0.18,0.08,0.06,4
harry_tetters,discharge,09-30,0.03,0.17,0.08,0.06,4
harry_tetters,discharge,10-01,0.03,0.17,0.08,0.05,4
harry_tetters,discharge,10-02,0.03,0.16,0.07,0.05,4
harry_tetters,discharge,10-03,0.03,0.14,0.07,0.05,4
harry_tetters,discharge,10-04,0.03,0.14,0.07,0.06,4
harry_tetters,discharge,10-05,0.03,0.14,0.07,0.06,4
harry_tetters,discharge,10-06,0.03,0.14,0.07,0.06,4
harry_tetters,discharge,10-07,0.03,0.14,0.07,0.06,4
harry_tetters,discharge,10-08,0.03,0.13,0.07,0.06,4
harry_tetters,discharge,10-09,0.03,0.13,0.07,0.06,4
harry_tetters,discharge,10-10,0.02,0.12,0.06,0.06,4
harry_tetters,discharge,10-11,0.02,0.12,0.06,0.06,4
harry_tetters,discharge,10-12,0.02,0.16,0.07,0.06,4
harry_tetters,discharge,10-13,0.02,0.15,0.07,0.05,4
harry_tetters,discharge,10-14,0.02,0.19,0.09,0.07,4
harry_tetters,discharge,10-15,0.02,0.18,0.09,0.08,4
harry_tetters,discharge,10-16,0.02,0.14,0.08,0.07,4
harry_tetters,discharge,10-17,0,0.17,0.07,0.06,4
harry_tetters,discharge,10-18,0,0.2,0.08,0.06,4
harry_tetters,discharge,10-19,0.01,0.21,0.1,0.07,4
harry_tetters,discharge,10-20,0.05,0.19,0.11,0.1,4
harry_tetters,discharge,10-21,0.05,0.18,0.1,0.09,4
harry_tetters,discharge,10-22,0.04,0.18,0.1,0.09,4
harry_tetters,discharge,10-23,0.05,0.17,0.1,0.08,4
harry_tetters,discharge,10-24,0.05,0.17,0.09,0.08,4
harry_tetters,discharge,10-25,0.05,0.27,0.1,0.08,4
harry_tetters,discharge,10-26,0.04,0.35,0.1,0.07,4
harry_tetters,discharge,10-27,0.04,0.12,0.08,0.07,4
harry_tetters,discharge,10-28,0.04,0.12,0.08,0.07,4
harry_tetters,discharge,10-29,0.03,0.17,0.09,0.08,4
harry_tetters,discharge,10-30,0.03,0.2,0.08,0.08,4
harry_tetters,discharge,10-31,0.03,0.19,0.08,0.07,4
harry_tetters,discharge,11-01,0.03,0.07,0.05,0.06,4
harry_tetters,discharge,11-02,0.02,0.06,0.05,0.06,4
harry_tetters,discharge,11-03,0.02,0.06,0.05,0.05,4
harry_tetters,discharge,11-04,0.02,0.08,0.05,0.05,4
harry_tetters,discharge,11-05,0.02,0.08,0.05,0.05,4
harry_tetters,discharge,11-06,0.02,0.11,0.05,0.05,4
harry_tetters,discharge,11-07,0.02,0.09,0.05,0.06,4
harry_tetters,discharge,11-08,0.02,0.07,0.05,0.06,4
harry_tetters,discharge,11-09,0.02,0.07,0.05,0.05,4
harry_tetters,discharge,11-10,0.03,0.1,0.05,0.04,4
harry_tetters,discharge,11-11,0.03,0.09,0.05,0.05,4
harry_tetters,discharge,11-12,0.03,0.07,0.05,0.05,4
harry_tetters,discharge,11-13,0.03,0.07,0.05,0.05,4
harry_tetters,discharge,11-14,0.03,0.2,0.07,0.05,4
harry_tetters,discharge,11-15,0.02,0.16,0.06,0.04,4
harry_tetters,discharge,11-16,0.03,0.12,0.05,0.04,4
harry_tetters,discharge,11-17,0.02,0.09,0.05,0.04,4
harry_tetters,discharge,11-18,0.02,0.12,0.05,0.03,4
harry_tetters,discharge,11-19,0.03,0.2,0.06,0.03,4
harry_tetters,discharge,11-20,0.03,0.15,0.06,0.03,4
harry_tetters,discharge,11-21,0.03,0.13,0.06,0.04,4
harry_tetters,discharge,11-22,0.03,0.1,0.05,0.04,4
harry_tetters,discharge,11-23,0.02,0.1,0.05,0.04,4
harry_tetters,discharge,11-24,0.02,0.09,0.04,0.04,4
harry_tetters,discharge,11-25,0.02,0.09,0.05,0.05,4
harry_tetters,discharge,11-26,0.03,0.09,0.05,0.04,4
harry_tetters,discharge,11-27,0.03,0.2,0.07,0.05,4
harry_tetters,discharge,11-28,0.03,0.16,0.06,0.06,4
harry_tetters,discharge,11-29,0.04,0.09,0.06,0.06,4
harry_tetters,discharge,11-30,0.04,0.16,0.07,0.06,4
harry_tetters,discharge,12-01,0.05,0.11,0.07,0.06,4
harry_tetters,discharge,12-02,0.06,0.12,0.07,0.06,4
harry_tetters,discharge,12-03,0.06,0.19,0.08,0.07,4
harry_tetters,discharge,12-04,0.06,0.1,0.07,0.07,4
harry_tetters,discharge,12-05,0.06,0.08,0.07,0.07,3
harry_tetters,discharge,12-06,0.06,0.08,0.07,0.07,3
harry_tetters,discharge,12-07,0.05,0.07,0.06,0.06,3
harry_tetters,discharge,12-08,0.05,0.08,0.06,0.07,3
harry_tetters,discharge,12-09,0.05,0.13,0.08,0.06,3
harry_tetters,discharge,12-10,0.05,0.12,0.08,0.08,3
harry_tetters,discharge,12-11,0.04,0.1,0.08,0.08,3
harry_tetters,discharge,12-12,0.04,0.09,0.07,0.07,3
harry_tetters,discharge,12-13,0.04,0.08,0.06,0.07,3
harry_tetters,discharge,12-14,0.04,0.1,0.06,0.05,3
harry_tetters,discharge,12-15,0.04,0.21,0.13,0.15,3
harry_tetters,discharge,12-16,0.05,0.25,0.15,0.16,3
harry_tetters,discharge,12-17,0.06,0.17,0.1,0.08,3
harry_tetters,discharge,12-18,0.07,0.13,0.09,0.09,3
harry_tetters,discharge,12-19,0.06,0.12,0.08,0.07,3
harry_tetters,discharge,12-20,0.05,0.11,0.07,0.06,3
harry_tetters,discharge,12-21,0.06,0.11,0.07,0.06,3
harry_tetters,discharge,12-22,0.04,0.21,0.08,0.06,3
harry_tetters,discharge,12-23,0.04,0.39,0.11,0.09,3
harry_tetters,discharge,12-24,0.05,0.11,0.08,0.09,3
harry_tetters,discharge,12-25,0.06,0.1,0.08,0.08,3
harry_tetters,discharge,12-26,0.06,0.1,0.08,0.09,3
harry_tetters,discharge,12-27,0.07,0.12,0.09,0.09,3
harry_tetters,discharge,12-28,0.05,0.15,0.1,0.1,3
harry_tetters,discharge,12-29,0.05,1.02,0.19,0.14,3
harry_tetters,discharge,12-30,0.12,1.4,0.51,0.29,3
harry_tetters,discharge,12-31,0.01,1.09,0.38,0.12,3
harry_tetters,discharge,NA,0,62.14,0.62,0.19,1
outflow,discharge,01-01,0,1.1,0.47,0.38,3
outflow,discharge,01-02,0,1.23,0.52,0.4,3
outflow,discharge,01-03,0,2.68,0.85,0.36,3
outflow,discharge,01-04,0,3.01,1.05,0.33,3
outflow,discharge,01-05,0,3.18,1.13,0.36,3
outflow,discharge,01-06,0,3.18,1.15,0.33,3
outflow,discharge,01-07,0,3.07,1.14,0.39,3
outflow,discharge,01-08,0,3.04,1.13,0.43,3
outflow,discharge,01-09,0,2.98,1.33,1.07,3
outflow,discharge,01-10,0,3.07,1.78,2.37,3
outflow,discharge,01-11,0,3.07,1.95,2.9,3
outflow,discharge,01-12,0,5.42,2.14,2.87,3
outflow,discharge,01-13,0,6.09,2.78,2.81,3
outflow,discharge,01-14,0,5.46,2.57,2.84,3
outflow,discharge,01-15,0,4.56,2.41,2.84,3
outflow,discharge,01-16,0,4.34,2.42,2.84,3
outflow,discharge,01-17,0,4.23,2.53,3.58,3
outflow,discharge,01-18,0,4.67,2.54,3.61,3
outflow,discharge,01-19,0,6.14,3.32,4.52,3
outflow,discharge,01-20,0,6.72,3.66,4.67,3
outflow,discharge,01-21,0,6.81,3.78,4.67,3
outflow,discharge,01-22,0,6.81,3.77,4.63,3
outflow,discharge,01-23,0,6.67,4.11,5.9,3
outflow,discharge,01-24,0,7.57,4.26,6.14,3
outflow,discharge,01-25,0,9.74,4.93,6.97,3
outflow,discharge,01-26,0,34.71,11.31,7.35,3
outflow,discharge,01-27,0,41.42,15.06,6.91,3
outflow,discharge,01-28,0,53.26,18.58,6.81,3
outflow,discharge,01-29,0,53.53,19.83,6.48,3
outflow,discharge,01-30,0,52.72,19.27,6.09,3
outflow,discharge,01-31,0,50.29,17.85,5.68,3
outflow,discharge,02-01,0.74,44.6,15.99,5.46,3
outflow,discharge,02-02,0.82,38.36,13.8,5.16,3
outflow,discharge,02-03,0.97,32.26,11.91,4.71,3
outflow,discharge,02-04,0.94,27.4,10.34,4.52,3
outflow,discharge,02-05,1.09,23.42,9.03,4.19,3
outflow,discharge,02-06,1.15,20.06,8,3.98,3
outflow,discharge,02-07,1.1,17.34,7.12,3.91,3
outflow,discharge,02-08,1.2,15.26,6.59,4.05,3
outflow,discharge,02-09,1.32,13.81,7.03,6.86,3
outflow,discharge,02-10,0.95,12.36,6.98,8.26,3
outflow,discharge,02-11,1.03,10.6,6.61,8.49,3
outflow,discharge,02-12,1.17,9.61,6.2,8.32,3
outflow,discharge,02-13,1.46,8.49,5.92,7.8,3
outflow,discharge,02-14,1.36,7.97,5.51,7.24,3
outflow,discharge,02-15,1.59,8.67,5.47,6.91,3
outflow,discharge,02-16,1.75,7.46,5.18,6.38,3
outflow,discharge,02-17,1.71,7.24,4.94,5.85,3
outflow,discharge,02-18,1.67,7.19,4.62,5.29,3
outflow,discharge,02-19,1.63,6.62,4.23,4.67,3
outflow,discharge,02-20,1.65,5.76,3.95,4.41,3
outflow,discharge,02-21,1.48,5.72,3.76,4.23,3
outflow,discharge,02-22,1.25,20.82,5.6,5.04,3
outflow,discharge,02-23,1.34,26.76,10.34,4.83,3
outflow,discharge,02-24,1.41,29.1,11.49,4.79,3
outflow,discharge,02-25,1.36,30,11.93,4.79,3
outflow,discharge,02-26,2.05,28.25,11.27,4.56,3
outflow,discharge,02-27,2.23,47.84,14.87,4.75,3
outflow,discharge,02-28,2.35,49.75,18.49,3.98,3
outflow,discharge,02-29,3.42,4.19,3.82,3.81,1
outflow,discharge,03-01,2.37,50.56,17.88,3.61,3
outflow,discharge,03-02,2.14,45.1,16.03,3.32,3
outflow,discharge,03-03,2.35,54.34,16.23,3.35,3
outflow,discharge,03-04,2.23,53.26,18.6,3.55,3
outflow,discharge,03-05,3.18,45.6,17.58,5.9,3
outflow,discharge,03-06,3.35,55.42,19.58,6.67,3
outflow,discharge,03-07,3.32,55.96,21.64,6.67,3
outflow,discharge,03-08,3.23,52.99,20.2,6.97,3
outflow,discharge,03-09,4.96,46.16,18.21,6.53,3
outflow,discharge,03-10,4.34,44.1,17.64,6.14,3
outflow,discharge,03-11,4.52,39.24,15.72,5.76,3
outflow,discharge,03-12,4.37,34.12,14.16,5.33,3
outflow,discharge,03-13,4.08,30.72,12.49,4.87,3
outflow,discharge,03-14,3.77,26.28,12.14,6.72,3
outflow,discharge,03-15,4.71,23,13.01,10.6,3
outflow,discharge,03-16,6.72,22.44,13.33,11.08,3
outflow,discharge,03-17,7.57,23.56,13.17,9.67,3
outflow,discharge,03-18,7.46,20.56,11.72,8.67,3
outflow,discharge,03-19,6.86,17.34,10.64,8.43,3
outflow,discharge,03-20,5.9,15.71,10.08,8.94,3
outflow,discharge,03-21,5.76,13.18,9.21,8.94,3
outflow,discharge,03-22,5.04,12.12,8.24,7.3,3
outflow,discharge,03-23,4.45,12.28,7.94,7.08,3
outflow,discharge,03-24,4.19,11.72,7.56,6.81,3
outflow,discharge,03-25,3.94,42.05,11.5,6.19,4
outflow,discharge,03-26,0,38.8,13.98,8.46,4
outflow,discharge,03-27,4.34,45.1,12.7,8.65,4
outflow,discharge,03-28,0,35.55,10.41,6.43,4
outflow,discharge,03-29,4.01,27.57,9.85,8.38,4
outflow,discharge,03-30,4.16,20.69,9.11,8.34,4
outflow,discharge,03-31,6.48,21.34,10.37,8.82,4
outflow,discharge,04-01,6.38,17.34,11.57,12.84,4
outflow,discharge,04-02,6.38,31.41,15.63,16.46,4
outflow,discharge,04-03,12.52,48.94,25,21.31,4
outflow,discharge,04-04,12.52,53.26,26.66,20.76,4
outflow,discharge,04-05,12.84,54.61,26.54,20.27,4
outflow,discharge,04-06,12.28,51.1,24.64,18.52,4
outflow,discharge,04-07,10.92,45.1,22.09,17.28,4
outflow,discharge,04-08,9.81,36.39,18.8,15.79,4
outflow,discharge,04-09,8.94,29.28,16.37,13.82,4
outflow,discharge,04-10,8.03,26.6,14.81,13,4
outflow,discharge,04-11,7.35,22.58,14.44,12.73,4
outflow,discharge,04-12,6.72,22.44,14.42,13.96,4
outflow,discharge,04-13,6.14,22.16,13.93,14.5,4
outflow,discharge,04-14,5.76,20.56,12.96,13.09,4
outflow,discharge,04-15,5.42,18,11.24,11.4,4
outflow,discharge,04-16,5.42,15.71,10.12,9.87,4
outflow,discharge,04-17,4.3,17.67,9.7,8.91,4
outflow,discharge,04-18,3.77,16.02,8.95,8.44,4
outflow,discharge,04-19,3.55,20.82,9.67,7.69,4
outflow,discharge,04-20,3.42,20.69,9.32,7.37,4
outflow,discharge,04-21,3.15,17.78,8.46,7.33,4
outflow,discharge,04-22,3.32,15.26,7.75,6.24,4
outflow,discharge,04-23,3.15,14.9,7.33,6.24,4
outflow,discharge,04-24,3.01,13,6.96,6.02,4
outflow,discharge,04-25,2.9,11.4,6.66,6.29,4
outflow,discharge,04-26,3.35,10.07,6.07,5.51,4
outflow,discharge,04-27,3.18,11.96,6.04,5.08,4
outflow,discharge,04-28,2.98,11.48,6.11,5.68,4
outflow,discharge,04-29,2.25,11.56,6.2,5.76,4
